Франкфурт;81.19.104.120;U;fft;csn-fft-fe5-2.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.129;IPM;fft;csn-fft-ipm-1.company.com;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.24;RS;fft;rs-fft-fe-1.company.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.27;RS;fft;rs-fft-fe-2.company.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.30;RS;fft;rs-fft-fe-3.company.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.33;FE;fft;csn-fft-fe-1.company.com;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;
Франкфурт;81.19.104.36;FE;fft;csn-fft-fe-2.company.com;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;
Франкфурт;81.19.104.39;FE;fft;csn-fft-fe-3.company.com;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
Франкфурт;81.19.104.42;FE;fft;csn-fft-fe-4.company.com;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
Франкфурт;81.19.104.45;FE;fft;csn-fft-fe-5.company.com;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;
Франкфурт;81.19.104.48;FE2;fft;csn-fft-fe2-1.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.51;FE2;fft;csn-fft-fe2-2.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.54;FE2;fft;csn-fft-fe2-3.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.57;FE2;fft;csn-fft-fe2-4.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.60;FE2;fft;csn-fft-fe2-5.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.63;FE2;fft;csn-fft-fe2-6.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.66;FE2;fft;csn-fft-fe2-7.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.69;FE3;fft;csn-fft-fe3-1.company.com;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.72;FE3;fft;csn-fft-fe3-2.company.com;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Франкфурт;81.19.104.81;U;fft;csn-fft-fe4-1.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;
Франкфурт;81.19.104.84;U;fft;csn-fft-fe4-2.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.87;U;fft;csn-fft-fe4-3.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.90;U;fft;csn-fft-fe4-4.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.93;U;fft;csn-fft-fe4-5.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.96;U;fft;csn-fft-fe4-6.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Франкфурт;81.19.104.99;U;fft;csn-fft-fe4-7.company.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
