geo;crypto;csn-fft-fe-1.company.com;81.19.104.33;csn-crypto-catm-geo.company.com;
geo;crypto;csn-fft-fe-2.company.com;81.19.104.36;csn-crypto-catm-geo.company.com;
geo;crypto;csn-fft-fe-3.company.com;81.19.104.39;csn-crypto-catm-geo.company.com;
geo;crypto;csn-fft-fe-4.company.com;81.19.104.42;csn-crypto-catm-geo.company.com;
geo;crypto;csn-fft-fe-5.company.com;81.19.104.45;csn-crypto-catm-geo.company.com;
geo;crypto;csn-hkg-fe-1.company.com;202.177.216.233;csn-crypto-catm-geo.company.com;
geo;crypto;csn-hkg-fe-2.company.com;202.177.216.236;csn-crypto-catm-geo.company.com;
geo;crypto;csn-msk-fe-4.company.com;62.128.100.35;csn-crypto-catm-geo.company.com;
geo;crypto;csn-msk-fe-5.company.com;62.128.100.37;csn-crypto-catm-geo.company.com;
geo;crypto;csn-msk-fe-6.company.com;62.128.100.39;csn-crypto-catm-geo.company.com;
geo;crypto;csn-msk-fe-7.company.com;62.128.100.41;csn-crypto-catm-geo.company.com;
geo;crypto;csn-msk-fe-8.company.com;62.128.100.43;csn-crypto-catm-geo.company.com;
geo;crypto;csn-trt-fe-1.company.com;38.113.165.77;csn-crypto-catm-geo.company.com;
geo;crypto;csn-trt-fe-4.company.com;38.113.165.86;csn-crypto-catm-geo.company.com;
geo;crypto;csn-bjg-fe-1.company.com;119.255.133.33;csn-crypto-catm-geo.company.com;
geo;crypto;csn-fft-fe-1.company.com;81.19.104.33;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe-2.company.com;81.19.104.36;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe-3.company.com;81.19.104.39;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe-4.company.com;81.19.104.42;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe-5.company.com;81.19.104.45;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe3-1.company.com;81.19.104.69;csn-crypto-file-geo.company.com;
geo;crypto;csn-fft-fe3-2.company.com;81.19.104.72;csn-crypto-file-geo.company.com;
geo;crypto;csn-hkg-fe-1.company.com;202.177.216.233;csn-crypto-file-geo.company.com;
